city,variant,seed,sparsification_pct,max_stretch,n_repairs,scc_connected
Paris,C_GA_Threshold_plus_Feedback,5,16.05586592178771,1.4819338589298805,2685,True
Paris,D_Random_Pruning(matched),5,16.05586592178771,1.2668269961943144,2790,True
Paris,E_Fuzzy_Pruning,6,16.05586592178771,1.4810327162889787,2728,True
Paris,C_GA_Threshold_plus_Feedback,6,16.05586592178771,1.4810327162889787,2682,True
Paris,D_Random_Pruning(matched),6,16.05586592178771,1.496663266957356,2779,True
Paris,E_Fuzzy_Pruning,7,15.972067039106145,1.4561775855137005,2717,True
Paris,C_GA_Threshold_plus_Feedback,7,15.972067039106145,1.4651501523788693,2675,True
Paris,D_Random_Pruning(matched),7,15.972067039106145,1.3726726641073554,2763,True
Paris,E_Fuzzy_Pruning,8,16.0391061452514,1.4819338589298805,2724,True
Paris,C_GA_Threshold_plus_Feedback,8,16.0391061452514,1.4819338589298805,2690,True
Paris,D_Random_Pruning(matched),8,16.0391061452514,1.3309510533544178,2780,True
Paris,E_Fuzzy_Pruning,9,16.033519553072626,1.402826539733645,2721,True
Paris,C_GA_Threshold_plus_Feedback,9,16.033519553072626,1.4307826853624497,2676,True
Paris,D_Random_Pruning(matched),9,16.033519553072626,1.4307826853624497,2779,True
Paris,E_Fuzzy_Pruning,10,16.01675977653631,1.474111453885129,2720,True
Paris,C_GA_Threshold_plus_Feedback,10,16.01675977653631,1.474111453885129,2679,True
Paris,D_Random_Pruning(matched),10,16.01675977653631,1.465493136530051,2766,True
Paris,E_Fuzzy_Pruning,11,16.07262569832402,1.4788241039961536,2736,True
Paris,C_GA_Threshold_plus_Feedback,11,16.07262569832402,1.4788241039961536,2691,True
Paris,D_Random_Pruning(matched),11,16.07262569832402,1.3176683271661738,2787,True
Paris,E_Fuzzy_Pruning,12,16.05586592178771,1.4293272396913932,2731,True
Paris,C_GA_Threshold_plus_Feedback,12,16.05586592178771,1.4684287177894118,2686,True
Paris,D_Random_Pruning(matched),12,16.05586592178771,1.3302488402893033,2777,True
Paris,E_Fuzzy_Pruning,13,16.011173184357542,1.4810327162889787,2719,True
Paris,C_GA_Threshold_plus_Feedback,13,16.011173184357542,1.4810327162889787,2673,True
Paris,D_Random_Pruning(matched),13,16.011173184357542,1.4067580071702452,2767,True
Paris,E_Fuzzy_Pruning,14,16.011173184357542,1.4893373824402054,2720,True
Paris,C_GA_Threshold_plus_Feedback,14,16.011173184357542,1.4893373824402054,2679,True
Paris,D_Random_Pruning(matched),14,16.011173184357542,1.4893373824402054,2782,True
Rome,E_Fuzzy_Pruning,0,11.033735510885883,1.42255467873157,8667,True
Rome,C_GA_Threshold_plus_Feedback,0,11.033735510885883,1.4853973832403284,8398,True
Rome,D_Random_Pruning(matched),0,11.033735510885883,1.4491535524829728,9184,True
Rome,E_Fuzzy_Pruning,1,11.069852484734936,1.4496192961795475,8806,True
Rome,C_GA_Threshold_plus_Feedback,1,11.069852484734936,1.3654259844689058,8425,True
Rome,D_Random_Pruning(matched),1,11.069852484734936,1.4239036590384186,9176,True
Rome,E_Fuzzy_Pruning,2,11.060823241272672,1.4322663597790521,8827,True
Rome,C_GA_Threshold_plus_Feedback,2,11.060823241272672,1.498289922358061,8414,True
Rome,D_Random_Pruning(matched),2,11.060823241272672,1.4247843369821611,9231,True
Rome,E_Fuzzy_Pruning,3,11.061951896705455,1.464204638434129,8745,True
Rome,C_GA_Threshold_plus_Feedback,3,11.061951896705455,1.4901121878916364,8408,True
Rome,D_Random_Pruning(matched),3,11.061951896705455,1.4860424967317234,9200,True
Rome,E_Fuzzy_Pruning,4,11.063080552138238,1.4863531791922284,8754,True
Rome,C_GA_Threshold_plus_Feedback,4,11.063080552138238,1.4890229146562837,8417,True
Rome,D_Random_Pruning(matched),4,11.063080552138238,1.363067992246994,9198,True
Rome,E_Fuzzy_Pruning,5,11.005519125066309,1.4997949636875552,8779,True
Rome,C_GA_Threshold_plus_Feedback,5,11.005519125066309,1.4997949636875552,8376,True
Rome,D_Random_Pruning(matched),5,11.005519125066309,1.4491099445030167,9131,True
Rome,E_Fuzzy_Pruning,6,11.073238451033284,1.4712940692135106,8801,True
Rome,C_GA_Threshold_plus_Feedback,6,11.073238451033284,1.481241059637036,8416,True
Rome,D_Random_Pruning(matched),6,11.073238451033284,1.275181725082058,9220,True
Rome,E_Fuzzy_Pruning,7,11.022448956558053,1.3500922672011735,8702,True
