node_u,node_v,length
1445699015,42588039,13.826040245560458
1445699015,42588040,51.996244247121545
59936204,59936221,47.19495062994761
42593747,42593912,27.00599553836812
10869280218,929011491,14.013817311546664
10869280218,42569486,4.747583674203499
10869280218,10869274448,61.72818058770172
10869280218,1281560552,13.74447613839068
59936221,59936222,17.815784839093492
42591713,42591971,16.716877727951225
42579431,42581617,96.12918876247156
42579431,42579548,65.21912449320627
42575349,42573414,80.14219417612208
42575349,42575732,22.200164850486274
42593798,42594077,53.522496157829735
42604047,42604438,62.96363985210695
35202589,42573598,73.95133193671153
42575426,42575504,62.08951714154153
42573386,42573494,56.74484364282457
42571340,42571562,81.12047663776313
42571340,42573414,83.84081143358034
42573388,42573598,96.09879513438086
42589778,42590057,16.660857384385913
5230378581,5230378583,29.91856881029365
5230378583,5230378589,28.57180183617637
5230378585,5230378588,21.26319067420436
5230378585,5230378586,7.2686756054997375
5230378586,5230378588,21.74721724105736
6359350872,6359350873,28.1941273256788
5230378589,5230378591,25.362834306412285
42591845,42592198,21.568779689259447
42595947,42594077,98.01064315910514
8570078830,8570078833,63.91636173755536
8570078830,42583920,9.742241652629096
42581617,42581702,17.97684300286841
8570078833,42584055,10.604969224411946
42587810,42588149,17.686372938772443
42587812,42588040,56.34742610124656
42591910,42591971,12.117392336302736
42600106,42598339,91.96288365538057
42596018,1610202887,33.40160262403701
42573494,42573708,82.13518797868947
42579645,42579872,79.1122113494825
42587858,42588149,17.605086269608137
42594004,42592198,83.02328398541086
2666215162,2666215168,17.246662283844067
2666215162,2666215169,48.67286853814952
2666215169,2666215178,15.930877802607387
42583811,42585983,45.81657672408021
42569486,929011491,14.349605368114853
42606370,42606436,5.905351698515996
42606370,42606506,95.05642747767608
42579773,42579837,37.67494408995529
10869274436,10869274448,67.58258752814521
10869274442,10869274447,4.64651703100563
10869274442,1281560561,12.393365291443224
10869274447,10869274448,5.342719055144891
10869274447,1281560561,11.422827423694567
42587992,42588039,81.6162285843269
42606436,42606506,6.740217901829866
42583920,42584055,67.61183404110771
42579872,42577868,86.15889505437283
