node_u,node_v,length,u_degree,v_degree,dx,dy,edge_centrality,u_pagerank,v_pagerank,is_spanner_edge,city
1762423633,125487646,266.0072898931957,3,4,147.55130161507986,221.31526657938957,0.044942593158411745,0.0001223601037779154,0.0001672070837656333,0,Paris
322690568,5700604921,284.6974381003494,3,3,64.55376447801245,276.80623574368656,0.0315018575589705,0.00014552008156904362,8.431237033492206e-05,0,Paris
322690568,125487648,259.788909716706,3,4,145.6228296282934,214.96177453827113,0.046014226651875476,0.00014552008156904362,0.00015139787719708326,1,Paris
360982,112014705,27.081909622910842,4,4,21.58782428217819,16.420460414141417,0.5697618222852721,0.00010646905224870142,0.0001241092068758109,1,Paris
360982,110517369,166.1617941188604,4,4,-136.50407872442156,95.16934104822576,0.09571565132055952,0.00010646905224870142,0.0001544082385616045,1,Paris
360982,112014706,56.4375509988386,4,3,51.21502326906193,-23.963544007390738,0.20892255660835266,0.00010646905224870142,7.07019535241195e-05,0,Paris
360982,110548697,62.95645351861161,4,3,-50.58815657882951,-37.608005687594414,0.18762766444684034,0.00010646905224870142,0.00010296227226854162,1,Paris
112014705,139248385,63.32535785525147,4,3,48.74300209706416,40.54946467559785,0.1865516244309604,0.0001241092068758109,8.707501727333905e-05,1,Paris
112014705,112014706,51.88195045898639,4,3,29.62719898688374,-40.384004421532154,0.22692052573414118,0.0001241092068758109,7.07019535241195e-05,1,Paris
112014705,145997239,200.9067428892547,4,3,-140.26986378827132,144.1409871838987,0.05943337913475216,0.0001241092068758109,0.00011270761923624269,0,Paris
110517369,142635449,203.01834199117948,4,3,-138.25140144204488,-143.87223604228348,0.058818240962466045,0.0001544082385616045,0.00013038408080176338,1,Paris
110517369,501556523,54.22011511704781,4,3,-44.46072481316514,31.195424714125693,0.21731211487995078,0.0001544082385616045,0.00014299351326929147,1,Paris
110517369,110517371,50.17327476463451,4,3,7.430354202573653,49.50208146404475,0.2344974023099478,0.0001544082385616045,7.987381561963932e-05,1,Paris
112014706,4479306237,70.619940454334,3,4,64.7419837579364,-28.590253172442317,0.16755110272189333,7.07019535241195e-05,0.00010759569978620562,1,Paris
360983,13467411517,142.11886959470172,4,4,-116.48121877468657,81.83935570716858,0.11179518148312934,0.00011463486282652414,0.00020423206733113654,1,Paris
360983,116125151,31.641579566588312,4,3,26.0221828702488,-18.096055954694748,0.3676292679255974,0.00011463486282652414,0.00012205402318227565,1,Paris
360983,142361613,39.981268364128816,4,3,-37.569869665196165,-13.935747482813895,0.29281670575388247,0.00011463486282652414,0.00012667490224378848,1,Paris
360983,36483339,90.83859346928196,4,4,83.29990712716244,36.62338381819427,0.17421869603601514,0.00011463486282652414,0.0001471234029572491,1,Paris
13467411517,116146943,134.31522081166406,4,3,-110.10651950997999,77.32432861253619,0.0886818195914706,0.00020423206733113654,9.109288919885634e-05,1,Paris
13467411517,116118820,95.02320633876111,4,3,45.59896714537172,83.40877856034786,0.1249697907156432,0.00020423206733113654,7.60505985745453e-05,1,Paris
13467411517,281731191,153.9874977101089,4,3,-64.83843085338594,-139.68129759375006,0.07742559998255467,0.00020423206733113654,0.00010248013152457528,1,Paris
116125151,501556523,149.35197737212945,3,3,122.10799463989679,-86.43538299296051,0.05985953864593681,0.00012205402318227565,0.00014299351326929147,1,Paris
116125151,116125150,97.33590099522334,3,3,32.6530347969383,-87.92823246121407,0.09152303389620821,0.00012205402318227565,9.756068211284451e-05,1,Paris
142361613,116125149,126.44344142549687,3,3,56.22214845591225,-113.28355098608881,0.07061956189610101,0.00012667490224378848,0.00011238114312837677,1,Paris
142361613,142634951,101.76228598101143,3,3,-95.39707499928772,-36.04185993410647,0.08758076870402663,0.00012667490224378848,0.00012045784974998758,1,Paris
360986,116147133,142.80548021517274,4,3,-75.97702181938803,-121.00714529398829,0.08344605492116632,0.00015045859123149412,0.0001187668309888887,1,Paris
360986,116131632,65.49674599840023,4,3,53.600778771797195,-37.83414238318801,0.1804599581502634,0.00015045859123149412,0.00010843822500279871,1,Paris
360986,140145854,183.29060776007117,4,3,-150.032353008457,105.83344177156687,0.06511455003514263,0.00015045859123149412,0.00013248758190788067,1,Paris
360986,142347102,46.472041480172585,4,3,24.322793424478732,39.62644438166171,0.25278036557606187,0.00015045859123149412,7.014905818299465e-05,1,Paris
116147133,116131978,54.189803392164016,3,4,-28.676625009218697,-45.966273630037904,0.21743146854014322,0.0001187668309888887,0.00014202923431888117,1,Paris
116147133,116120005,130.96205510541097,3,4,97.74444506282452,-87.43124799989164,0.090935231270947,0.0001187668309888887,0.00013710759370080496,1,Paris
116131632,142346148,45.21694064784425,3,3,27.093929588852916,36.243335327133536,0.19473378968496907,0.00010843822500279871,7.307649734370912e-05,1,Paris
116131632,116120006,142.43446437182195,3,4,116.73495034477673,-82.03706648387015,0.0836619012909803,0.00010843822500279871,0.00013989203988953712,1,Paris
140145854,140145478,181.31870805271745,3,4,-91.036052311596,-156.76023346651345,0.06581880777989169,0.00013248758190788067,0.0001667043094897902,1,Paris
140145854,244455595,66.69956003937574,3,4,-54.75309380813269,38.2916961805895,0.17725373684881413,0.00013248758190788067,0.00011596029883247636,1,Paris
360990,166450259,138.1825913797628,5,3,-125.73437554843258,-58.01937830541283,0.1077720988760165,0.00018645080565652333,0.0001228643460409559,1,Paris
360990,89163134,60.87048288424798,5,4,51.66034143976867,-32.3767694728449,0.3232559221724118,0.00018645080565652333,0.0001712475601471719,1,Paris
360990,34819161,91.68815011506942,5,3,-87.07552410190692,29.358371139504015,0.16183298492178314,0.00018645080565652333,7.81664305616511e-05,1,Paris
360990,29414561,174.10339848566295,5,4,99.42402765492443,143.05195656605065,0.11421822861786177,0.00018645080565652333,0.00011277012381939478,1,Paris
360990,244455597,169.65974215439059,5,3,-94.28913474705769,-141.1204905891791,0.087894191158627,0.00018645080565652333,0.00011771880043787375,1,Paris
166450259,166449440,81.04273496053328,3,3,-73.88613300194265,-33.711243227124214,0.1096989270814711,0.0001228643460409559,7.800182024429616e-05,1,Paris
166450259,166452641,162.18819867383974,3,3,-143.59847197879571,28.923969783820212,0.05515104690865594,0.0001228643460409559,0.00010303929325071936,0,Paris
89163134,185865174,179.15305603982668,4,3,98.80296719574835,149.57340105250478,0.06661002740551425,0.0001712475601471719,0.00010244339860369554,1,Paris
89163134,11128825052,220.88531150484383,4,4,185.44510584085947,-120.718400307931,0.0721093248195959,0.0001712475601471719,8.811576956349788e-05,1,Paris
89163134,34819216,347.29596235943086,4,4,-188.56343647436006,-291.8687123376876,0.045937942810512646,0.0001712475601471719,0.00020768289969021346,0,Paris
34819161,303479165,11.64088149821277,3,2,6.293559409212321,9.80072427727282,0.4746504427597323,7.81664305616511e-05,6.81862763082948e-05,1,Paris
34819161,166453391,86.19153261264239,3,3,-82.03357772470918,27.11027225200087,0.10322103225302223,7.81664305616511e-05,0.00010688571980370121,1,Paris
29414561,185865174,57.095955405404816,4,3,51.03928098059259,-25.85532498639077,0.20655482668736022,0.00011277012381939478,0.00010244339860369554,1,Paris
29414561,4616555,50.50671076331864,4,3,28.374081149231642,41.819158925674856,0.23297935011113155,0.00011277012381939478,8.71574130295053e-05,1,Paris
29414561,34819160,94.26824003877593,4,4,-84.44830852281302,42.30547094903886,0.1679468413973818,0.00011277012381939478,0.00015601169707513428,1,Paris
244455597,166449440,117.18359465860824,3,3,-105.33137380331755,49.389869056642056,0.07615270144725167,0.00011771880043787375,7.800182024429616e-05,1,Paris
244455597,34819304,112.63164221790461,3,4,-63.44985665689455,-93.14368454087526,0.10560438770204797,0.00011771880043787375,0.00020984752988937718,1,Paris
360991,34818713,34.36387950573973,4,4,20.551405751903076,27.573443360626698,0.45243904864575507,0.00012186158619973151,0.00013381223553343412,1,Paris
360991,14798307,111.51630810333761,4,3,-105.594866645406,36.622408795170486,0.10665120640982034,0.00012186158619973151,0.00011546000963442337,1,Paris
360991,166452976,97.25107481606226,4,4,-58.1910284840269,-78.00613917876035,0.16284809127995709,0.00012186158619973151,0.00010076255440689375,1,Paris
360991,34818712,55.445855057445165,4,4,53.14773976476863,-16.262692850083113,0.28345748299351187,0.00012186158619973151,0.00014097424036827835,1,Paris
34818713,34818762,89.35607536842136,4,4,-58.16099254594883,67.95025280490518,0.17707719082265339,0.00013381223553343412,0.0001371456080600256,1,Paris
34818713,988247027,138.51579433572743,4,3,83.46916703006718,110.67150634620339,0.08601176703422904,0.00013381223553343412,7.765539451108451e-05,1,Paris
34818713,34818712,55.043008627634045,4,4,32.596334012865555,-43.83613621070981,0.28549502233737356,0.00013381223553343412,0.00014097424036827835,1,Paris
14798307,14798308,89.89164388013724,3,4,-85.7771634288365,-27.45666074566543,0.13202533794883192,0.00011546000963442337,0.00013842919141576293,1,Paris
14798307,34818762,89.82834413207449,3,4,67.98527985136025,58.90128737036139,0.13211734855091786,0.00011546000963442337,0.0001371456080600256,1,Paris
166452976,34819213,28.95196932621313,4,4,-15.933959298941772,-24.19345168862492,0.5341885812495556,0.00010076255440689375,0.00016554268806846375,1,Paris
166452976,305916436,33.766130174853714,4,3,-33.76362467795843,2.4922596625983715,0.3451635237987914,0.00010076255440689375,5.5336507428513995e-05,1,Paris
166452976,166452641,80.19360896242473,4,3,67.59142126340885,-43.42756662890315,0.1477948837765474,0.00010076255440689375,0.00010303929325071936,1,Paris
360995,224364902,326.2015316033968,3,4,-133.28921335580526,-297.7908773403615,0.03667464495412351,0.00015525232064749603,0.00018932523005108786,1,Paris
360995,989286407,66.86587222325008,3,3,66.68703782412922,6.83564692735672,0.132614518979345,0.00015525232064749603,7.529701219539394e-05,1,Paris
360995,260620321,146.4350018606251,3,3,-146.7189472313621,-2.155216789804399,0.061043849061757936,0.00015525232064749603,7.630902302485672e-05,1,Paris
224364902,34819421,186.48547511497145,4,4,-75.18290624057408,-170.69531075004488,0.08533994428202155,0.00018932523005108786,0.00012599172765441583,1,Paris
224364902,34819428,106.54962129100477,4,4,106.73073749837931,-4.582656987942755,0.14876853872602347,0.00018932523005108786,0.00022065560013972708,1,Paris
224364902,1226636460,122.52517042182134,4,4,-122.5027893888182,7.195202982053161,0.1295282568351229,0.00018932523005108786,0.00012922403483513737,1,Paris
989286407,260612421,37.85256067043447,3,4,37.95248261571396,-0.23399806208908558,0.3088599513887796,7.529701219539394e-05,7.681599596247107e-05,1,Paris
989286407,34819406,103.97084875965317,3,3,-83.877310488082,59.03344039712101,0.08573808925377824,7.529701219539394e-05,0.0001108661010842804,1,Paris
360996,34818779,28.63797834639795,4,5,-14.096562713501044,22.415948102250695,0.6748098593718926,0.00012309158995202346,8.460913943564698e-05,1,Paris
360996,5569293867,30.07774232493353,4,4,30.15719886968145,0.17361285723745823,0.514837913021863,0.00012309158995202346,0.00011829521067663492,1,Paris
360996,644079,302.9489146176505,4,4,-81.51595430541784,-287.7522514136508,0.052640424856022404,0.00012309158995202346,0.00010876229856544381,1,Paris
360996,260656204,20.608047003476027,4,4,-20.662477474310435,-0.12134109064936638,0.7404648831718167,0.00012309158995202346,0.00012154029174300292,1,Paris
34818779,260656204,23.554007777150463,5,4,-6.565914760809392,-22.53728919290006,0.8145309792811769,8.460913943564698e-05,0.00012154029174300292,1,Paris
34818779,7850681872,37.597486184277116,5,4,-37.69163493870292,0.6448433697223663,0.5181684606223682,8.460913943564698e-05,5.6318368127632997e-05,1,Paris
34818779,392015279,40.709613166512646,5,3,-26.835026956920046,30.555469137616456,0.3596293243027014,8.460913943564698e-05,5.8312044045299234e-05,1,Paris
34818779,5703327477,43.553291244193105,5,3,41.88544753205497,10.365086405538023,0.3366754639468984,8.460913943564698e-05,5.800809367820191e-05,1,Paris
5569293867,260620321,5.7667198518902545,4,3,5.7819579492206685,0.032720763236284256,1.7733850761751058,0.00011829521067663492,7.630902302485672e-05,1,Paris
5569293867,5703327477,40.91232991871966,4,3,-2.368314051127527,32.60742165055126,0.2863119283340137,0.00011829521067663492,5.800809367820191e-05,1,Paris
5569293867,1226636460,306.86428844559543,4,4,-103.29109756404068,-288.40773680526763,0.051970951488994985,0.00011829521067663492,0.00012922403483513737,0,Paris
360997,12816195897,36.81814720607187,4,3,-2.412316079484299,-36.729832106269896,0.31730798271559285,6.852168047921558e-05,6.654712536230113e-05,1,Paris
360997,392015132,27.83840347247053,4,4,27.91194499208359,0.16165239736437798,0.5548157343479081,6.852168047921558e-05,7.849349201769203e-05,1,Paris
360997,34818796,26.968160108382293,4,4,12.332643405185081,23.992964341305196,0.5720791048820071,6.852168047921558e-05,6.789007067677e-05,1,Paris
360997,264542727,39.55157438098364,4,4,-39.37283046299126,-4.707855490036309,0.39455928023112913,6.852168047921558e-05,7.345061368765783e-05,1,Paris
12816195897,392015112,43.45679444877839,3,3,-1.5822822849731892,-43.40821507386863,0.2024437459243602,6.654712536230113e-05,0.00012912562483123467,1,Paris
12816195897,264542727,49.711724520951925,3,4,-36.96051438350696,32.02197661623359,0.23663166877793934,6.654712536230113e-05,7.345061368765783e-05,1,Paris
392015132,7850681872,24.899140825370253,4,4,8.460294640506618,23.419287675991654,0.6177811112686309,7.849349201769203e-05,5.6318368127632997e-05,1,Paris
392015132,260656204,39.48218027970059,4,4,39.586014818400145,0.23715511336922646,0.39523562934240103,7.849349201769203e-05,0.00012154029174300292,1,Paris
392015132,392015112,86.39740658131363,4,3,-31.90654335654108,-80.2996995775029,0.13730384538167417,7.849349201769203e-05,0.00012912562483123467,0,Paris
360999,295137123,43.72155194348254,4,3,-16.832431981281843,-40.3587413020432,0.2683270029440204,0.00014395125491312727,0.00011797120470542725,1,Paris
360999,295135707,390.4651226146213,4,3,83.65115312294802,203.17792324908078,0.030654071861756702,0.00014395125491312727,9.705585775736213e-05,0,Paris
360999,34818898,57.84944880825131,4,4,45.7033297601738,-35.03980867844075,0.27188020149742903,0.00014395125491312727,0.00020141910055411478,1,Paris
360999,295135550,196.52911394533706,4,3,78.4330391008989,180.23817633185536,0.06075053828936226,0.00014395125491312727,7.301189203499822e-05,1,Paris
295137123,13592888382,391.2105130747062,3,3,-86.95353205653373,-197.25227069482207,0.02294686067807093,0.00011797120470542725,0.00012041976539874813,0,Paris
295137123,13592888382,215.53120758602458,3,3,-86.95353205653373,-197.25227069482207,0.04156444745464432,0.00011797120470542725,0.00012041976539874813,1,Paris
295135707,295135550,23.839773732486094,3,3,-5.218114022049122,-22.93974691722542,0.3623221409714199,9.705585775736213e-05,7.301189203499822e-05,1,Paris
295135707,295136206,43.42285801796871,3,3,17.44158472761046,39.77504343446344,0.20259840094843895,9.705585775736213e-05,8.466514719053061e-05,1,Paris
34818898,29414995,142.96187056709232,4,3,126.14720624545589,-64.71141744405031,0.08335540482163638,0.00020141910055411478,0.00011009756496522784,1,Paris
34818898,14798315,514.0246404885235,4,3,-155.4127764076693,-482.89955495949835,0.02329985607798779,0.00020141910055411478,0.0001542991611222486,0,Paris
34818898,6437919541,131.18389715167302,4,3,36.438992201176006,125.62659239582717,0.09078261617775368,0.00020141910055411478,0.00011761613699681943,1,Paris
295135550,295135510,94.51505977472883,3,3,37.21261992957443,85.26401203218848,0.0942259788270708,7.301189203499822e-05,8.021778523885088e-05,0,Paris
361000,177268309,89.3572390747633,4,5,-82.07739882008173,35.824124469421804,0.22134363781801278,0.00014518629948898846,0.00016505289234581,1,Paris
361000,295135510,231.95388513698228,4,3,-92.70603953883983,-212.61948678363115,0.05151234113542997,0.00014518629948898846,8.021778523885088e-05,1,Paris
361000,177268978,232.53504335992656,4,3,92.58102034119656,213.30033238139004,0.05138415129204176,0.00014518629948898846,0.000114749036781602,1,Paris
361000,134579176,145.66817862257872,4,3,137.89347852475476,-38.39572381880134,0.08181733838039677,0.00014518629948898846,0.00016971719851810246,1,Paris
177268309,361001,50.47939706927313,5,3,-43.85442625643918,23.29271897766739,0.2913787039855048,0.00016505289234581,4.054955394598333e-05,0,Paris
177268309,177268978,319.0654575937522,5,3,174.6584191612783,177.47620791196823,0.04686541344626751,0.00016505289234581,0.000114749036781602,0,Paris
177268309,4414972417,49.59722066880224,5,4,-46.01039437018335,18.06630224455148,0.3952786286605622,0.00016505289234581,0.0001578820723998579,1,Paris
177268309,295136206,339.89888494462946,5,3,-25.181561898672953,-270.99283293355256,0.0440013172892495,0.00016505289234581,8.466514719053061e-05,0,Paris
295135510,295136206,27.072592760845446,3,3,-14.552921179914847,-22.549221680499613,0.3205973910807714,8.021778523885088e-05,8.466514719053061e-05,1,Paris
177268978,177267816,20.78901344156771,3,3,8.508773376699537,18.972723353654146,0.4130522028514777,0.000114749036781602,5.828390941242038e-05,1,Paris
134579176,5422165974,306.4657180446727,3,3,272.03565746266395,141.85141276568174,0.029271556052607985,0.00016971719851810246,9.950695762815306e-05,1,Paris
134579176,134579178,240.22499038157545,3,3,93.96440435241675,220.33749365061522,0.03730956724576332,0.00016971719851810246,0.0001292513877076621,1,Paris
361001,4414972417,5.652814671033965,3,4,-2.1559681137441657,-5.2264167331159115,1.8037478260513438,4.054955394598333e-05,0.0001578820723998579,1,Paris
361001,6132156249,75.3997363382067,3,3,-69.18105692835525,30.397996705025434,0.1178014536615514,4.054955394598333e-05,8.216827577650678e-05,1,Paris
4414972417,14798306,1104.6246576046467,4,3,-392.49179695156636,-1027.523835835047,0.010853592959837012,0.0001578820723998579,0.00016895352713938716,0,Paris
4414972417,358873202,24.404583205356392,4,3,-22.4708829317824,9.656236694194376,0.4723557124712,0.0001578820723998579,7.597588690343721e-05,1,Paris
6132156249,25075989,207.17501483799163,3,3,94.01618650462478,179.83175136800855,0.04323285388981038,8.216827577650678e-05,0.0001109106222029133,1,Paris
6132156249,14802823,50.32529202679377,3,3,-46.885467737854924,18.520432614721358,0.17535214403264682,8.216827577650678e-05,5.724816516470188e-05,1,Paris
361003,2589568355,26.279905630406766,3,3,-26.085041648708284,-3.7136684199795127,0.32991316472768173,0.00012294965856657616,0.00011988758507956325,1,Paris
361003,358874150,350.4663853913992,3,3,349.38221316202544,4.053662840276957,0.025607000766168404,0.00012294965856657616,0.00012876990879037237,1,Paris
361003,2589568357,31.151931638570254,3,3,-20.050180901715066,-20.448498089797795,0.27992097337017774,0.00012294965856657616,7.673607506883748e-05,0,Paris
2589568355,1758970671,801.7830384202343,3,4,-788.0911109744338,40.26236496027559,0.014947998930837323,0.00011988758507956325,0.00042349320235288195,1,Paris
2589568355,2589568357,18.3154384883888,3,3,6.034860746993218,-16.734829669818282,0.46594852120029384,0.00011988758507956325,7.673607506883748e-05,1,Paris
358874150,415142020,12.404663243399247,3,3,12.306302013690583,-1.7982635209336877,0.6714081388379376,0.00012876990879037237,5.307814703242396e-05,1,Paris
358874150,6282638768,60.36780973482329,3,3,25.87408485962078,53.02214810345322,0.14665669247264876,0.00012876990879037237,5.890006453029125e-05,1,Paris
361024,358905775,53.8480665949948,3,3,50.994036808318924,17.68475557025522,0.16408964907472787,0.00010967205627392457,9.842858935772968e-05,0,Paris
361024,356300472,203.41518215580484,3,3,-141.88706769689452,-143.05790997855365,0.04402804089737433,0.00010967205627392457,0.00011007023716996437,1,Paris
361024,27180802,53.01173391025906,3,3,39.031921601563226,35.97093495540321,0.16663045876204555,0.00010967205627392457,8.526557636632465e-05,1,Paris
358905775,27180780,209.67766960023243,3,3,207.30750589404488,12.778176419436932,0.042719287796745546,9.842858935772968e-05,0.00015555430265679537,1,Paris
358905775,27180802,22.933178149001385,3,3,-11.962115206755698,18.28617938514799,0.37604700654332135,9.842858935772968e-05,8.526557636632465e-05,1,Paris
356300472,356300477,58.34144990491169,3,3,-31.56468117434997,-47.31816907878965,0.15166464611871694,0.00011007023716996437,4.5015185388862765e-05,0,Paris
356300472,27180826,55.11469216393442,3,3,-19.393697246385273,-51.46575683262199,0.16038580366274213,0.00011007023716996437,4.689194852735366e-05,1,Paris
361027,358913441,27.747339288574373,4,3,9.159483415598515,26.178339520469308,0.41742993602087547,0.00012900922956253944,7.686465825645027e-05,1,Paris
361027,1758970671,638.296992606337,4,4,477.2620414166595,-418.9303664956242,0.02502749142424388,0.00012900922956253944,0.00042349320235288195,1,Paris
361027,27373463,33.58897321176211,4,1,-15.343376432312652,-29.874022242613137,0.11564379131785806,0.00012900922956253944,2.0948727437634363e-05,1,Paris
361027,967317037,40.975640543072124,4,3,-18.839822704147082,35.5415027551353,0.285880092471407,0.00012900922956253944,9.878709263041316e-05,0,Paris
358913441,27117485,80.35581746689203,3,3,38.984538257471286,70.28216145187616,0.11062515601496567,7.686465825645027e-05,0.00011341803576274856,1,Paris
358913441,967317037,33.54483742875985,3,3,-27.999306119745597,9.36316323466599,0.26053096988979224,7.686465825645027e-05,9.878709263041316e-05,1,Paris
1758970671,2320354492,1151.6543555679348,4,3,-214.4138117315597,-1096.6932563222945,0.010410753182021658,0.00042349320235288195,0.0001797967379213113,1,Paris
1758970671,271464117,592.3209155162801,4,3,242.87392697588075,540.3592017507181,0.020225142391210264,0.00042349320235288195,0.00011972970136212176,1,Paris
361036,26588388,146.33874715340056,3,3,42.89283051091479,139.9059438901022,0.06108372830556053,0.00013175869817483543,0.00013089830745151168,1,Paris
361036,153501555,218.05846780171106,3,3,217.43167590722442,22.822180848568678,0.04108492171207317,0.00013175869817483543,0.00010444586607412512,1,Paris
361036,1714196626,89.84732613153966,3,3,-26.758475013368297,-85.76697506103665,0.09906730757236289,0.00013175869817483543,0.0001371493088961754,1,Paris
26588388,153501361,121.86012834289707,3,3,100.08725547528593,-69.87681004498154,0.07325403384637046,0.00013089830745151168,0.00013615501898873992,1,Paris
26588388,153500988,164.69394439427688,3,3,48.640286795503926,157.33440744969994,0.05431701220525029,0.00013089830745151168,9.16455971487407e-05,1,Paris
361041,25034117,32.33469258655872,3,3,6.997494611772709,31.445676584728062,0.26998899049781544,6.127728266747912e-05,8.070955745045569e-05,1,Paris
361041,2458010977,19.880997984221043,3,5,-17.958757690736093,8.379773244261742,0.7183564699031586,6.127728266747912e-05,0.0001214846201651714,1,Paris
361041,1165949167,12.223313333736765,3,4,3.44439267704729,-11.724392618983984,0.9074881383461046,6.127728266747912e-05,7.199325625972954e-05,1,Paris
25034117,2458010949,17.837645862809886,3,3,-14.508704787411261,-10.426179751753807,0.47776670532745275,8.070955745045569e-05,9.879416687585908e-05,1,Paris
25034117,25033996,32.74686159175789,3,3,11.679298049944919,30.594219444319606,0.2666914662724696,8.070955745045569e-05,0.00018935900602947862,1,Paris
2458010977,25034101,24.211298814169034,5,3,-24.26422343053855,-0.43763692397624254,0.5949713305357291,0.0001214846201651714,6.017752160507719e-05,1,Paris
2458010977,2458010986,28.276459948892974,5,5,11.597573880048003,-25.445566470734775,0.8539283794434758,0.0001214846201651714,0.00012377824133676178,1,Paris
2458010977,25033830,72.17317490349983,5,3,-28.891644065908622,65.22511425614357,0.20499315520724465,0.0001214846201651714,7.243847797934885e-05,0,Paris
2458010977,2458010949,16.63485741125887,5,3,10.44754751509754,12.639723588712513,0.8505881079834158,0.0001214846201651714,9.879416687585908e-05,1,Paris
361042,21659628,66.65798028542225,4,3,62.86984179884894,22.59852938633412,0.17736266955319605,0.0001301184076910802,7.472172888989243e-05,1,Paris
361042,1165949167,54.59323041183648,4,4,-16.88310475886101,51.91552886273712,0.28780482590184947,0.0001301184076910802,7.199325625972954e-05,0,Paris
361042,1142990090,149.81590895322827,4,5,59.88619601429673,-137.3041108958423,0.1326120045213698,0.0001301184076910802,0.00016534813126163007,1,Paris
361042,2458010986,53.655044758834435,4,5,-26.68868124659639,46.57412825524807,0.36593145405424266,0.0001301184076910802,0.00012377824133676178,1,Paris
21659628,21659629,48.21554273893614,3,3,20.528191629506182,-43.641962823458016,0.1828690592266858,7.472172888989243e-05,0.00011026347231731429,1,Paris
21659628,21659630,49.81189680638319,3,3,-21.124303516116925,45.12567636743188,0.17712387384974349,7.472172888989243e-05,0.00010611322719152115,1,Paris
1165949167,21659630,60.57559299917445,4,3,58.62864304159302,15.808676891028881,0.19488241063566997,7.199325625972954e-05,0.00010611322719152115,1,Paris
1165949167,2458010986,11.144183139068232,4,5,-9.80557648773538,-5.341400607489049,1.6468789848581376,7.199325625972954e-05,0.00012377824133676178,1,Paris
1142990090,21292412,55.424662600782675,5,3,-50.31574778538197,-23.517098889686167,0.2658411997272968,0.00016534813126163007,8.754025810631038e-05,1,Paris
1142990090,1142990067,93.93269748561168,5,3,-92.53730811964488,17.475385959260166,0.15800667628003986,0.00016534813126163007,0.00012969901231623432,0,Paris
1142990090,21648013,115.74297037530532,5,4,48.05969194491627,-105.31946984678507,0.1713165249753711,0.00016534813126163007,0.0001233371942181359,1,Paris
1142990090,1142990134,71.42059521005154,5,3,62.74093383731088,34.03962521068752,0.20712340124371265,0.00016534813126163007,7.678974570129054e-05,1,Paris
361043,361753,87.54191448166553,3,4,87.76558435271727,-1.19965928979218,0.13552903243903602,7.447337803111404e-05,0.00013072467635472524,1,Paris
361043,13378375880,23.009251748259054,3,4,-9.436122269369662,20.990965638309717,0.49980732951705326,7.447337803111404e-05,0.00016636241248981702,1,Paris
361043,13378375881,44.584912141540364,3,3,18.73850937373936,-40.468844655901194,0.19743374676373524,7.447337803111404e-05,0.00010252217772728636,1,Paris
361753,361752,39.81105811741435,4,3,-1.3789706520619802,-39.775729866698384,0.2940379532791266,0.00013072467635472524,8.82492418307993e-05,1,Paris
361753,247757845,105.33407505536377,4,3,13.903489654592704,100.07896755449474,0.11285187738504421,0.00013072467635472524,9.311545529682585e-05,1,Paris
361753,361044,89.31782466129155,4,4,89.40214742399985,-4.6805857960134745,0.17715218518606865,0.00013072467635472524,0.00011209111915388832,1,Paris
13378375880,1731116570,66.48296382717304,4,3,-26.865696183696855,60.82630736194551,0.17782265803755373,0.00016636241248981702,0.00010469440533738487,1,Paris
13378375880,21647408,135.20501235287094,4,3,99.21169361972716,92.10751342587173,0.08810248457605359,0.00016636241248981702,0.00010014269674056992,1,Paris
13378375880,1731214122,163.98799486043862,4,3,-97.18829912907677,-129.96495427936316,0.07273256463387326,0.00016636241248981702,0.00011088787252310601,1,Paris
13378375881,361733,76.53834086615191,3,3,30.478966601775028,-70.21706905961037,0.11607160921247932,0.00010252217772728636,0.00010295428972837797,1,Paris
13378375881,361752,67.47283554708939,3,3,67.64810432691593,-0.5065445005893707,0.13143898493601333,0.00010252217772728636,8.82492418307993e-05,1,Paris
361044,21647889,10.108701104307865,4,3,4.611621894175187,8.999068365432322,1.0802343034818442,0.00011209111915388832,9.825970299478436e-05,1,Paris
361044,361747,45.24433107273378,4,4,-20.304304798715748,-40.43840662576258,0.3459883542230281,0.00011209111915388832,0.0001629753344829577,1,Paris
361044,361748,166.49344553772613,4,2,149.20633570529753,-74.65282196458429,0.0477630630519096,0.00011209111915388832,0.00011119340431230398,1,Paris
21647889,247757845,124.73211475337213,3,3,-80.11027966358233,95.76048498507589,0.07158075737176464,9.825970299478436e-05,9.311545529682585e-05,1,Paris
21647889,21647887,162.62200257232215,3,4,73.38296121940948,145.16739147063345,0.07333976978246498,9.825970299478436e-05,0.0001782508368268191,1,Paris
361747,361744,156.68715518052483,4,3,140.407589073875,-70.27694216463715,0.07610004750394572,0.0001629753344829577,9.351624823645256e-05,1,Paris
361747,361740,72.6954072275538,4,3,-31.781480564503,-65.39874049276114,0.16283239962222976,0.0001629753344829577,0.0001008252585104488,1,Paris
361747,361752,70.84051153681163,4,3,-70.47681327734608,5.343262555077672,0.16703667253052767,0.0001629753344829577,8.82492418307993e-05,1,Paris
361748,644154,175.15579182967093,2,3,78.51120203814935,156.63208525069058,0.03406075915915122,0.00011119340431230398,0.00013012497263291853,1,Paris
361045,21648537,285.9529463771377,5,3,128.41394761996344,255.56520449742675,0.052273378577844386,0.00021086630101838834,0.00016181497835131056,1,Paris
361045,21648012,90.60373279136451,5,3,-40.65592489007395,-80.9999708160758,0.1637487855889433,0.00021086630101838834,6.644605490324754e-05,1,Paris
